,Sentence,Hate-Speech
11369,"అగ్రవర్ణాలవారికి మాత్రమే గాక అట్టడుగున ఉన్న నిమ్నజాతులవారికి కూడా వైష్ణవమతాన్ని స్వీకరించేందుకు అవకాశం కల్పించారు.
",no
11941,"ఈ క్రమంలో కీలకస్థాయుల్లోకి కొత్త అధికారులు వస్తున్నారు.
",no
8363,"కార్తీక్‌ వన్డే కెరీర్‌ ముగిసినట్లేనని భావించక తప్పదు.
",no
14571,"ఆ సెక్రటేరియెట్ లో ఉద్యోగాలు కల్పిస్తామని చెప్పారు.
",no
8723,"తీవ్రమైన ఛాతీ నొప్పి బాధిస్తున్నా,అలాగే బ్యాటింగ్‌ కొనసాగించడం విశేషం.
",no
4761,పోలింగ్‌ తేదీల ఆధారంగా స్థానిక అధికారులతో చర్చించిన తర్వాత పూర్తిస్థాయి ఐపీఎల్‌ షెడ్యూల్‌ వెలువడనుంది.,no
3855,ఎంసీఏకు డైరెక్టర్లు కూడా లేరు.,no
28152,"రాహుల్‌ విజయ్‌ తన మొదటి సినిమాగా ఎలాంటి ప్రయోగాల జోలికి వెళ్లకుండా… సింపుల్‌ కథలో రిస్క్‌ లేకుండా కానిచ్చేశాడు.
",no
13164,"ఇప్పటి వరకు భానుడు కురిపించిన ఎండవేడిమితో అల్లాడిపోయిన ఆంధ్రప్రదేశ్ ప్రజలకు వాతావరణ శాఖ శుభవార్త తెలిపింది.
",no
2857,"బాబర్‌ ఆజామ్‌ (47, 62 బంతుల్లో 6-4), షోయబ్‌ మాలిక్‌ (43, 67 బంతుల్లో 1×4, 1×6) మాత్రమే రాణించారు.",no
13628,"మంగళవారం విడుదల కానున్న టెన్త్ క్లాస్ రిజల్ట్స్ లో మీ పిల్లలు ఫలితాలు ఎలా ఉన్నా వారికి మీ అండ అవసరం మార్కులు తక్కువ వచ్చాయని వారిని పొరబాటున కూడా నిందించవద్దు.
",no
23540,అక్కడ ఆయనకు వేదపండితులు పూర్ణకుంభంతో స్వాగతం పలికారు,no
10943,"ఐతే రిక్కీ భుయ్‌, భరత్‌ 14 బ్యాటిం నాలుగో వికెట్‌కు అజేయంగా 41 పరుగులు జతచేశారు",no
8652,"జడేజా గాయంపై కుంబ్ల.
",no
22268,బ్రిడ్జి నిర్మాణ పనుల్లో భాగంగా తాత్కలిక మట్టిరోడ్లను ఏర్పాటు చేశారు,no
12797,"రాష్ట్రంలోని నీటి పారుదల ప్రాజెక్టులను త్వరితగతిన పూర్తి చేయడానికి మోడీ ప్రభుత్వం 9 వేల కోట్ల రూపాయిలు విడుదల చేయనున్నది.
",no
17224,"ఆసక్తి గల అభ్యర్థులు కళాశాల కార్యాలయ పనివేళల్లో రూ:50/- చెల్లించి దరఖాస్తు పొందొచ్చు.
",no
2184,ఇక వరుస విజయాలతో దూకుడు మీద ఉన్న న్యూజిలాండ్‌ తిరిగి టేబుల్‌ టాప్‌ చేరాలని చూస్తోంది.,no
25986,అమ్మా నాన్న త‌మిళ అమ్మాయితో  అసిన్ సీన్ పూర్తిగా  మారిపోయింది,no
6397,"స్మ_x005F_x007f_తి మంధాన సారథ్యంలో ఛేదనకు దిగిన అమ్మాయిల జట్టు నిర్ణీత 20 ఓవర్లలో 119 పరుగులు చేసింది.
",no
24579,ఏపీకి ప్రత్యేక హోదా సాధించాలని ప్రజలు కోరుకోవడం వల్లే ప్రజలు వైసీపీకి అధికారం ఇచ్చారని అన్నారు,no
5287,"132 పరుగుల లక్ష్యంతో బరిలోకి దిగిన ముంబైకి శుభారంభం దక్కలేదు.
",no
8736,"మూడో సీడ్‌ శ్రీకాంత్‌ చైనాకు చెందిన లూ గాంగ్జూపై 21-11, 21-16 తేడాతో విజయం సాధించాడు.
",no
10074,ధోనీకే మ్యాన్‌ ఆఫ్‌ ద మ్యాచ్‌ అవార్డు దక్కింది,no
20823,ఈ సంఘటన వరంగల్‌ అర్బన్‌ జిల్లా హసన్‌పర్తి మండలం నాగారం శివారులో చోటు చేసుకుంది,no
27729,పన్నెండు మందికి జన్మనిచ్చిన ఆమె గురించి మాట్లాడుతూ పన్నెండుసార్లు నన్ను కన్నది ప్లీజ్‌ నా అమ్మని బ్రతికించండి అంటూ ఎన్టీఆర్‌ దుఃఖించే సన్నివేశంలో ఆర్ధ్రత వుంది,no
33837,"ఎక్కడ ఆఫర్స్‌ వచ్చినా కూడా అమ్మడు తెలుగు, తమిళ్‌లోనే స్టార్‌ హీరోయిన్‌గా కొనసాగింది.",no
17252,"టాలీవుడ్ హీరోలు వరుసగా గాయాల బారిన పడుతున్నారు.
",no
17919,"ఈసందర్భంగా మంత్రి విశ్వరూప్‌ మాట్లాడుతూ:మెరుగైన విద్య అందించే లక్ష్యంతో పనిచేస్తామని తెలిపారు.
",no
33357,అయితే బాలయ్య కోరడంతో క్రిష్‌ ఎన్టీఆర్‌ బయోపిక్‌ని డైరెక్ట్‌ చేయడానికి ఒప్పుకున్నాడు.,no
3549,"కోహ్లి ఇప్పటికే ప్రపంచ బ్యాట్స్‌మెన్‌లో మేటి అని నిరూపించుకున్నాడని, అతడికి వేరే రివార్డులు, అవార్డులు అవసరం లేదని అభిప్రాయపడ్డారు.",no
28244,"అలా ఓ కార్యక్రమంలో జాకెట్‌ పరువు కాపాడటం కోసం సూరిబాబు, రికార్డింగ్‌ డ్యాన్సులు చేసే పుష్ప(బిగ్‌బాస్‌ ఫేం నందిని)లకి పెళ్లి చేస్తాడు.
",no
18081,"కుటుంబంతో కూడా సరిగా గడపలేకపోయారు.
",no
10992,"ఆర్టీజీఎస్‌ సమాచారం ఎంతో ఉపయోగపడిందని రైల్వే శాఖ కూడా తెలిపింది.
",no
18892,"ప్రధాని నరేంద్రమోదీని కలిసిన తర్వాత ఆయన ఏపీ భవన్ చేరుకున్నారు.
",no
14714,"కాగా  మృతి చెందిన వారిలో  దేచవరం గ్రామానికి చెందిన ప్రముఖ కేబుల్ ఆపరేటర్ కొండ.
",no
27227,చిత్ర రచయిత భాషశ్రీ మాట్లాడుతూ నకిలీ నుంచి ఇప్పటివరకు విజయ్ ఆంటోనీ చేసిన సినిమాలను ఆదరిస్తున్నారు,no
31432,"ఈ క్రెడిట్‌ మొత్తం బాలక_x005F_x007f_ష్ణ, క్రిష్‌లకే దక్కు తుంది’ అని చెప్పారు.",no
4324,ఆసియాకప్‌లో భాగంగా హాంకాంగ్‌తో అరంగ్రేటం చేసిన మ్యాచ్‌లో ఖలీల్‌ మూడు వికెట్లతో ఆకట్టుకున్నాడు.,no
34829,"వాళ్ళు కూడా బాగా పాడేవారు.
",no
673,పంత్‌ సహజమైన మ్యాచ్‌ విన్నర్‌.,no
13979,"ఈ నేపథ్యంలో అమెరికా చర్యకు దీటుగా బదులు ఇచ్చేందుకు చైనా కంపెనీ సిద్ధమయింది.
",no
32664,ఫలానా మనిషి పొడవుగా ఉన్నాడు.,no
30421,ఈ సినిమాలో ప్రతి పాత్ర చాలా లైవ్లీగా ఉంటుంది అని చెప్పారు.,no
2421,శతకంతో చెలరేగాడు.,no
17667,"జగన్ సీఎంగా ప్రమాణ స్వీకారం చేయగానే పలు సంచలన నిర్ణయాలను తీసుకున్నారు.
",no
32487,ఎస్‌ ఎస్‌ రాజమౌళి ఈ సినిమాకు దర్శకత్వం వహించనున్నారు.,no
29243,రాబోయే చిత్రాలకు మాత్రం మహానటి టెన్షన్‌ తప్పేట్లుగా లేదు.,no
33230,మెహబూబాకు మౌత్‌ టాక్‌ బాగుందని నెమ్మదిగా పికప్‌ అవుతుందని పూరి మొదట్లో లెక్కేశాడు.,no
3355,భారీగా పరుగులు సమర్పించుకుంది.,no
5073,"అప్పటికి స్కోరు 121 పరుగులకు చేరింది.
",no
421,ఇంతకు ముందు ఈ రికార్డు టీమిండియా మాజీ క్రికెటర్‌ రాహుల్‌ ద్రవిడ్‌ పేరుమీద ఉంది.,no
18170,"తిరుమ‌ల‌ ఆర్‌టిసి బ‌స్టాండ్ స‌మీపంలోని యాత్రికుల వ‌స‌తి స‌ముదాయం -3లో మ‌రింత మెరుగైన ప్ర‌మాణాల‌తో భ‌క్తుల‌కు అందుబాటులోకి తీసుకువ‌చ్చిన‌ట్లు టిటిడి తిరుమ‌ల జెఈవో శ్రీ కె.
",no
25147,"మాట తిప్పేస్తున్నాం.
",no
12876,"ఎన్నికల ఫలితాల అనంతరం పార్టీలో నెలకొన్న స్తబ్దతను, నైరాశ్యాన్ని తొలగించి, కార్యాచరణ దిశగా నడిపించేందుకు జనసేనాని పవన్‌ కల్యాణ్‌ సిద్ధమవుతున్నారు.
",no
25857,సూర్య కూడా ఈ విష‌యాన్ని ఒప్పుకున్నాడు,no
21818,"ఈ సందర్భంగా డీకంపల్లి నుండి కాంగ్రెస్ పార్టీ తరఫున ఎంపీటీసీగా ఎన్నికైన దేవన్న అర్వింద్ సమక్షంలో బీజేపీలో చేరగా, ఆయనకు కండువా కప్పి పార్టీలోకి ఆహ్వానించారు",no
11050,"వైసీపీలో కొందరు నేతలు జగన్‌ సీఎం అంటూ ధీమాగా ఉన్నారు.
",no
25723,అస‌లు ఆ సినిమా ఎందుకు ఆగిపోయింది  అని తేజ‌ని అడిగితే మూడ్ బాలేక ఆ సినిమా నేనే చేయ‌లేదు అని త‌న‌దైన స్టైల్లో విచిత్ర‌మైన స‌మాధానం చెప్పాడు,no
23825,రీసెంట్ గా జరిగిన ఏపీ ఎన్నికల్లో పవన్ ఓటమి చెందిన సంగతి తెలిసిందే,no
18869,"ఏపి కేడర్ కు చెందిన ద్వివేది ఎన్నికల ముందు వరకూ కేంద్ర ప్రభుత్వంలో సంయుక్త కార్యదర్శి హోదాలో, ఏపీ పశుసంవర్థక శాఖ ముఖ్య కార్యదర్శిగా పనిచేశారు.
",no
34138,తాజాగా మనోజ్‌ లైఫ్‌లో మరో కీలక పరిణామం గురించి టాలీవుడ్‌లో ఆసక్తికర చర్చ సాగుతోంది.,no
5458,"తాజాగా ముంబయిలోని ఓ ఆసుపత్రిలో రితికా పాపకు జన్మనిచ్చారు.
",no
15212,"చంద్రబాబు ఆంధ్రప్రదేశ్ రాష్ట్రానికి అందించిన సేవలకు గవర్నర్ ధన్యవాదాలు తెలిపారు.
",no
20978,"అటవీశాఖ అధికారులు అడవిలో సీసీ కెమెరాలను ఏర్పాటుచేయగా,దాని ఆనవాళ్లకు సంబంధించిన దృశ్యాలు నమోదయ్యాయి",no
22248,కేంద్ర రాష్ట్రాల ప్రమేయం లేకుండా జీఎస్‌టీ కౌన్సిల్ మాత్రమే కీలక నిర్ణయాలు తీసుకుంటుందని తెలిపారు,no
3181,టీమిండియా గెలవడానికి ఇంకా రెండు టెస్టులు మిగిలే ఉన్నాయి.,no
28718,"లాజిక్‌లు మాట్లాడే వర్మ కొన్ని సన్నివేశాల్లో ఇంటలిజెన్సీకి అవకాశం ఉన్నప్పటికీ ఆ దిశగా ఆలోచన చేయలేకపోయాడు.
",no
19070,"వారిలో ఓ చిన్నారి పరిస్థితి విషమంగా ఉంది.
",no
31598,కానీ ఇప్పుడు మెరుగైన వైద్యం అందుబాటులోకి రావడంతో దాన్ని ధైర్యంగా ఎదుర్కొం టున్నారు.,no
12163,"శుక్రవారం  ఢిల్లీ లో   సిపిఎం నేతసీతారాం ఏచూరి, ఢిల్లీ ముఖ్య మంత్రి అరవింద్  కేజ్రీవాల్ తో సమావేశమై తాజా రాజకీయ పరిస్థితి ని చర్చించారు.
",no
24954,"తమ వెంట ఉన్న అభిమానులను కొద్దిసేపు ఇక్కడే ఉంటాను.
",no
28026,"ఈ కాంచన 3 మాత్రం పూర్తిగా లారెన్స్‌ సేవా కార్యక్రమాలు, సెల్ఫ్‌ ఎలివేషన్ల చుట్టూ పరిభ్రమిస్తుంది",no
13917,"వైకుంఠం క్యూ కాంప్లెక్స్‌ ద్వారా ఆలయానికి వచ్చిన ఆయనకు మహాద్వారం వద్ద అర్చకులు, అధికారులు ఘనస్వాగతం పలికారు.
",no
24126,టీడీపీ ప్ర‌భుత్వ హ‌యాంలో పుట్టా సుధాకర్ ను టీటీడీ చైర్మ‌న్ గా నియ‌మించారు,no
23271,ఎయిర్‌ఇండియాను విక్రయించడానికి ఆర్థికమంత్రిత్వ శాఖ కొత్త ప్రతిపాదనలతో ముందకొస్తోంది,no
11181,"రోడ్డు ప్రమాదం మృతుల కుటుంబాలకు రూ:50 లక్షల పరిహారం, కుటుంబానికి ఒక ఉద్యోగం ఇవ్వాలని తెలంగాణ మాల మహానాడు నాయకులు డిమాండ్ చేశారు.
",no
7380,"అయితే ఐసీసీ ముందు రెండు అభ్యర్థనలను ఉంచదలిచాం.
",no
25282,"అన్న‌ట్టు మ‌రో సంగ‌తి,ఈ స్టేజీ ఎక్కిన అతిథులంతా ఎంత‌సేపు మాట్లాడారో కార్తికేయ ఒక్క‌డే అంత‌సేపు మాట్లాడాడు",no
31304,సూర్యగారి సినిమా కోసం అలాగే వెయిట్‌ చేస్తున్నారు.,no
28215,"? ఈ కథలో అక్బర్‌, ఆంటొనిలు ఎవరు  అన్నదే మిగతా కథ.
",no
5649,"మాడిసన్‌ స్క్వేర్‌ గార్డన్‌లో మహ్మద్‌ అలీ, మైక్‌ టైసన్‌, రాకీ మార్షియానో వంటి దిగ్గజాలు పోటీ పడి అభిమానులను అలరించారు.
",no
26231,"మాస్‌, క‌మ‌ర్షియ‌ల్ క‌థ‌ల‌పై దృష్టి సారించే క‌ల్యాణ్ రామ్ ఈమ‌ధ్య రూటు మార్చాడు",no
9896,సిరాజ్‌ ఒక్కడే: ఛేదనలో సర్వీసెస్‌ జట్టును హైదరాబాద్‌ బౌలర్లు మొదట్లో కట్టడి చేశారు,no
3577,అతడి బ్యాటింగ్‌లో కచ్చితత్వం కనపడుతుంది.,no
18358,"ఎండీ ముక్తర్‌(68) తన కుటుంబ సభ్యులతో కలిసి ఇంటి ముందు కూర్చున్నాడు.
",no
26242,ఈసారి కూడా ఆయ‌న ఫ్యామిలీ డ్రామానే చూపించ‌బోతున్నార‌ని తెలుస్తోంది,no
19872,నూతన ముఖ్యమంత్రి జగన్‌ మోహన్‌ రెడ్డి ఈ దిశగా అడుగులు వేస్తుండటం తెలిసిందే,no
5559,"ఎందుకంటే విజయానికి సులభ మార్గమేదీ లేదు.
",no
28040,కాంచన ఆట మొదలు' అని పడిన ఇంటర్వెల్‌ కార్డు ద్వితియార్ధంపై ఆశలు రేకెత్తిస్తుంది కానీ అటు తర్వాత జరిగే ఆట పెద్దగా ఎక్సయిట్‌ చేయదు,no
34092,ఎలాంటి డూప్‌ లేకుండా నటించాను.,no
15376,"పదవి వచ్చిందని సహజత్వం కోల్పోవద్దని సీఎం కెసిఆర్ కొత్తగా ఎన్నికైన జెడ్పి చైర్మన్లు, వైస్ చైర్మన్లకు సూచించారు.
",no
23170,ఈ పని మేము చేసుకుంటాం అన్నాడు,no
3409,"అతనికి జతగా హెన్రీ నికోలస్‌(107), కేన్‌ విలియ మ్సన్‌(74) రాణించడంతో న్యూజిలాండ్‌ తన తొలి ఇన్నింగ్స్‌ను 432/6 వద్ద డిక్లేర్డ్‌ చేసింది.",no
19207,"ఆర్టీజీఎస్‌, నెఫ్ట్‌ లావాదేవీలపై విధించే చార్జీలను ఎత్తివేస్తున్నట్లు ఆర్బీఐ చెప్పింది",no
28689,"శివాజీపై పగబడతాడు.
",yes
24255,"కాగా పురాతన నాణేలతో తయారు చేసిన మెమెంటో వివాదాలపై విచారణ జరపి, బాధ్యులపై తప్పక చర్యలు తీసుకుంటామని స్పష్టం చేశారు",no
17852,"ప్రణబ్‌ ముఖర్జీ ఆశీర్వాదం తీసుకున్నారు.
",no
16592,"IIT-JEEలో ఉత్తీర్ణత సాధించిన 222 మంది విద్యార్ధుల్లో విశాఖపట్నం స్కూల్ ఆఫ్ ఎక్సలెన్స్ కు చెందిన దైవలీల అనే విద్యార్ధిని అత్యధికంగా 90:93 శాతం మార్కులు సాధించింది.
",no
20950,తన కళ్లముందే అందరూ ప్రాణాలు కోల్పోయినట్టు తెలుసుకుని కుప్పకూలింది,no
35116,"వీరిద్దరి కాంబినేషన్‌లో గతంలో ‘లక్ష్మీ కల్యాణం’, ‘నేనే రాజు నేనే మంత్రి’ వచ్చాయి.
",no
4636,2009 ఐపీఎల్‌ ట్రోఫీని గెలుచుకోవడంతో కోచ్‌గా అతని పేరు మార్మోగింది.,no
671,నెహ్రా మీడియాతో మాట్లాడుతూ ‘జట్టులో ఉండే ఆటగాళ్లు ఎంతో కొంత జట్టుకు సహకారం అందించాలి.,no
1443,ఈ ప్రపంచకప్‌కు ఎంపిక కాకపోవడం పెద్ద సమస్యే కాదు.,no
2018,"కానీ ఆటలో అతడి దూకుడు, ఆటతీరు, క్రికెట్‌ నైపుణ్యాలను మెచ్చుకోకుండా ఉండలేను.",no
31909,గత ఏడాది ఒకటికాదు ఏకంగా నాలుగు సినిమాలతో పలకరించిన యూత్ క్రేజీ హీరో విజయ్ దేవరకొండ కొత్త మూవీ ఈ ఏడాది ఇంకా రాలేదు.,no
31019,జగపతిబాబు అన్నయ్య రాంప్రసాద్‌ కూతురు పూజ ప్రసాద్‌కి రాజమౌళి కొడుకు కార్తికేయకు ఎంగేజ్‌మెంట్‌ జరిగిన విషయం తెలిసిందే.,no
8930,"దీనికి సంబంధించి అభ్యర్థనను మేనేజర్‌ పంపాల్సి ఉంటుంది.
",no
16714,"టీడీపీతో జనసేన లోపాయకారీ పొత్తు విషయం అందరికీ తెలిసిందే.
",no
24194,వైద్యులను పిలిపించి ప్రాథమిక చికిత్స చేయించారు,no
21334,"ఏ రోజు ఏ బోర్డు సభ్యుడు, ఏ ఎంఎల్‌ఏ, ఏ ఎంపి ఎన్ని టికెట్లు తీసుకున్నారు, ఎవరి కోసం తీసుకున్నారు అనే వివరాలు ఏరోజుకు ఆ రోజు వెల్లడించాలన్న డిమాండ్‌ ఉన్నప్పటికీ టిటిడి పట్టించుకున్న దాఖ‌లాలు లేనే లేవ‌ని చెప్పాలి",no
3079,300 స్కోరే చేసినా 20 వికెట్లు తీస్తే అదే గొప్ప జట్టు.,no
1591,విలియమ్సన్‌ (28) ఇషాంత్‌ శర్మ బౌలింగ్‌లో బౌల్డ్‌ అయ్యాడు.,no
23035,ముఖ్యంగా ఆంధ్రప్రదేశ్ రాజకీయాలపై తనదైన శైలిలో స్పందింస్తూనే ఉంటాడు,no
20475,మూడు నెలల కాలంలో ఏకంగా 300 కిలోలకుపైగా బంగారాన్ని దుబాయి నుంచి అక్రమంగా నగరంలోకి తరలించింది,no
11079,"ప్రతిపక్షాల ఫిర్యాదుల్లో వాస్తవం ఉన్నప్పటికీ కావాలనే చర్యలు చేపట్టకపోవడం వంటివన్నీ కేంద్ర ఎన్నికల సంఘం నిష్పాక్షికతపై అనుమానాలను స్పష్టంగా రేరెత్తిస్తోందన్నారు.
",no
3271,ఇప్పటికే సోమవారం మధ్యాహ్నం 2:30 గంటలకు సన్‌రైజర్స్‌(హైదరాబాద్‌) టీమ్‌ బెంగళూరు నుంచి విశాఖ విమానాశ్రయానికి చేరుకుంది.,no
20802,"వారిని వెంబడించిన పోలీసులు,తిరుచానూరు సమీపంలోని తనపల్లి క్రాస్‌ వద్ద సంబంధిత వాహనాలను అడ్డగించారు",no
17844,"రేపు కేబినెట్ సమావేశం జరుగనున్న నేపథ్యంలో ఏర్పాట్లపై ఉండవల్లిలోని ప్రజావేదికలో ముఖ్యమంత్రితో చర్చించారు.
",no
31421,ఆమె తండ్రి నందమూరి బాలక_x005F_x007f_ష్ణ టైటిల్‌ రోల్‌ పోషించిన ఈ సినిమా బుధవారం ప్రేక్షకుల ముందుకు వచ్చిన సంగతి తెలిసిందే.,no
19985,ఖాళీ సమయాల్లో పాకెట్‌ మనీ కోసం ప్రయత్నించే వారికి ఈ డెలివరీ జాబ్‌ ఎంతో ప్రయోజనకరంగా ఉంటుందని చెబుతోంది,no
6556,"కట్టుదిట్టంగా బంతులు వేస్తున్న జహీర్‌ బౌలింగ్‌నూ ఊచకోత కోశారు.
",no
5897,"హైదరాబాద్‌: ఐపీఎల్‌ సీజన్‌ 12లో ఢిల్లీ క్యాపిటల్స్‌ స్పిన్నర్‌ అమిత్‌ మిశ్రా ఓ చెత్త రికార్డును తన ఖాతాలో వేసుకున్నాడు.
",no
27368,భారత్ చిత్రం ఎప్పుడు ప్రేక్షకుల ముందుకొస్తుందా అన్న ఆలోచనతో నిద్రలేని రాత్రులు గడుపుతున్నానంటోంది బాలీవుడ్ బార్బీగాళ్ కత్రినా కైఫ్,no
17958,"పవన్ కళ్యాణ్ తనను ఎప్పుడూ గుర్తించలేదని, కనీసం గౌరవించలేదని అందుకే జ‌న‌సేన కురాజీనామా చేయాల్సి వ‌చ్చింద‌ని వ్యాఖ్యానించారు మాజీ రావెల కిషోర్ బాబు.
",no
19686,ప్రస్తుత మున్న నెలవారీ రిటర్న్‌ జీఎస్‌టీఆర్‌-3బీ 2020 జనవరి నుంచి పూర్తిగా రద్దవుతుంది,no
25672,రెండు క్యారెక్టర్లు సమంతనే చేసి వుంటే బాగుంటుంది కదా? అన్న డిస్కషన్లు వినిపిస్తున్నాయి,no
21009,అందుబాటులోకి రాకపోవటంతో వారక్కడే ఉండిపోయారు,no
24534,ఆంధ్రప్రదేశ్ శాసనసభ సమావేశాలు నిరవధికంగా వాయిదా పడ్డాయి,no
29429,అంతే కాదు తమ్ముళ్లు నాగబాబు పవన్‌లను పిలిచి మీ దగ్గర నా లాగే కార్లు బంగళాలు ఉన్నా అమ్మ మాత్రం తనదగ్గరే ఉందని దీవార్‌ లో అమితాబ్‌ స్టైల్‌ లో చెప్పి నవ్వులు పూయించారట.,no
29742,సితార ఎంటర్‌టైన్‌మెంట్స్‌ నిర్మిస్తున్న ఈ సినిమా కోసం చాలా జాగ్రత్తలు తీసుకుంటున్నాడట నితిన్‌.,no
32091,ఫిబ్రవరి 22న ఈ చిత్రం ప్రపంచవ్యాప్తంగా ప్రేక్షకుల ముందుకు రానుంది.,no
13377,"అలాగే  రాష్ట్రంలో మ‌ద్యం అమ్మ‌కాల‌ను విరివిగా ప్రోత్స‌హించేలా ఏర్పాటై బెల్టుషాపుల‌పైన ప్ర‌త్యేక దృష్టి సారించి పార్టీల‌కు అతీతంగా దాడులు నిర్వ‌హించి, పూర్తిగా తొల‌గించే చ‌ర్య‌లు చేప‌ట్టాల‌ని ఈ దుకాణాలపై స‌మ‌గ్ర నివేదిక ఇవ్వాలని ఎక్స‌యిజ్ క‌మీష‌న‌ర్‌ను ఆదేశించారు.
",no
23353,నాకు మాట్లాడటానికి ఎలాంటి ఇబ్బంది లేదు,no
29902,కేవలం అభిమానులే కాదు సినీ ప్రముఖులు సైతం ట్రైలర్‌ను చిత్ర బృందాన్ని ప్రశంసల జల్లుతో ముంచెత్తుతున్నారు.,no
23677,పార్టీ స్థాపించిన అప్పటి నుండి ఇప్పటివరకు ఏ రేంజ్ లో ఓటమి చవిచూడలేదు,no
5597,"రెండు మ్యాచ్‌లోనూ తొలి సారి బ్యాటింగ్‌ చేయడంతో మ్యా బ్యాటింగ్‌ లోపాలను సరిచూసుకున్నాం.
",no
12,దీంతో కుల్దీప్‌ను పక్కన పెట్టవచ్చు.,no
30098,డిస్ట్రిబ్యూటర్లే అందులో అనుమానం అక్కర్లేదు.,no
34590,స్వతహాగా మారుతికి రమ్యకృష్ణ అంటే ఎంతో అభిమానం.,no
20931,ఈ క్రమంలో మావోయిస్టులు పోలీసులను  లక్ష్యంగా చేసుకొని గుడ్సే అటవీ ప్రాంతంలో మార్గ మధ్యలో ఐఈడీ బాంబులను అమర్చారు,no
25245,"అయితే, వెంటనే లోక్ సభ ఎన్నికలు రావడంతో వాటిలో పోటీకి నిలబడ్డారు.
",no
16602,"ఆంధ్రప్రదేశ్ లోని పశ్చిమగోదావరి జిల్లాలో అశ్లీల నృత్యాల కలకలం చెలరేగింది.
",no
5747,"ఢిల్లీలోని ప్రముఖ ప్రాంతం కన్నాట్‌ ప్లేస్‌లోని ‘ఏ’ బ్లాక్‌ వద్ద ఆ సైనికుడు ఫ్లకార్డు పట్టుకొని నిలబడ్డాడు.
",no
12148,"కింది రెండు చేతులు ధ్యాననిష్టను సూచిస్తాయి.
",no
33390,మరి ఈ జోడీ ఏ రేంజిలో ప్రేక్షకుల మనసుల్ని పడేస్తుందో చూడాలి.,no
9306,"ఆస్ట్రేలియాను 280 పరుగుల చేయనిచ్చాం.
",no
15974,"న్యూఢిల్లీ: కాంగ్రెస్ అధ్యక్షుడు రాహుల్ గాంధీ పుట్టినరోజు నేడు.
",no
21504,సచివాలయం నుండి గురువారం ఆయన జిల్లా యంత్రాంగాలతో వీడియో కాన్ఫరెన్స్ నిర్వహించారు,no
7545,"పుల్వామా ఘటనలో అమరులైన జవాన్లకు నివాళిగా వాటిని తొలగించినట్లు బీసీసీఐ అధికారులు తెలిపారు.
",no
1915,టీమిండియాకు గాయల బెడద.,no
11118,"తిరుపతిలో టీడీపీపై గెలవడమంటే అంత చిన్న విషయం కాదని, తన గెలుపునకు కృషి చేసిన ప్రతి కార్యకర్తకు ధన్యవాదాలు తెలుపుతున్నట్లు భూమన వ్యాఖ్యానించారు.
",no
15477,"ఇప్పుడు ఏమీ తెలియనట్లు పత్రిక సమావేశాలు  పెట్టి మాట్లాడుతున్నారని ఆగ్రహించారు.
",no
5799,"‘హార్దిక్‌ పాండ్య బ్యాటు, బంతితో అద్భుతంగా రాణించాడు.
",no
5391,"గాంగ్జౌ: బ్యాడ్మింటన్‌ వరల్డ్‌ టూర్‌ ఫైనల్స్‌ రెండోరోజు సంచలనం నమోదైంది.
",no
21275,కరకట్ట పక్కనున్న నివాసం నుంచి చంద్రబాబును ఖాళీ చేయిస్తామన్నారు,no
6572,"మళ్లీ బౌలర్‌ మలింగానే.
",no
837,అత్యుత్తమ బౌలర్లకు తోడు మెరికల్లాంటి ఫీల్డర్లు.,no
21073,శంషాబాద్‌ పరిధిలోని ఉందానగ  తిమ్మాపూర్‌ స్టేషన్ల మధ్య గల పిల్లోనిగూడ వద్ద రైల్వే ట్రాక్‌ పక్కనే వారి కారు నిలిపి ఉండటం పలు అనుమానాలకు తావిస్తోంది,no
2793,కానీ కీలక మూడో గేమ్‌లో పట్టుకోల్పోయి 21-12 తేడాతో ఓడి టోర్నీ నుంచి నిష్క్రమించాడు.,no
6202,"చెన్నై ఇన్నింగ్స్‌ను షేన్‌ వాట్సన్‌, డుప్లెసిస్‌లు ఆరంభించారు.
",no
12239,"రానున్న ఫ‌లితాలుపై రాష్ట్రంలో జ‌రుగుతున్న చ‌ర్చ పుకార్లేన‌ని, జనసేన కింగ్ మేకర్ గా మారే అవ‌కాశం లేక‌పోలేద‌ని, అలాంటి స‌మ‌యంలో ఎవరికి మద్దతు ఇవ్వాలో పవన్ కల్యాణ్ నిర్ణయం తీసుకుంటారని చెప్పారు.
",no
32909,ఆ స్థాయిలో ఆయన పేరు తెచ్చుకున్నారు.,no
21041,ఎన్నికల్లో డబ్బుల ప్రవాహాన్ని అడ్డుకోడానికి తమిళనాడులోని ప్రతిపక్ష పార్టీ నేతల ఇళ్లలో ఐటీ అధికారులు నిర్వహించిన సోదాల్లో కళ్లు చెదిరేలా కరెన్సీ కట్టలు వెలుగుచూశాయి,no
3238,న్యూజిలాండ్‌ సైతం అలాగే కనిపిస్తోంది.,no
4834,"జహీర్‌ ఖాన్‌, ప్రవీణ్‌ కుమార్‌, ఆర్పీ సింగ్‌, రితేందర్‌సింగ్‌ సోథి, సుబ్రమణ్యం బద్రీనాథ్‌తో పాటు మరో ముగ్గురు ఆడనున్నారు.",no
